TK_Nr;DZ_Nr;DZ_Name;Land_Nr;Land_Code;Str_Kl;Str_Nr;Str_Zus;Erf_Art;Fernziel_Ri1;Nahziel_Ri1;Hi_Ri1;Fernziel_Ri2;Nahziel_Ri2;Hi_Ri2;Anz_Fs_Q;Betriebs_km;vT_MobisSo;vT_W;vT_U;vT_S;DTV_Kfz_MobisSo_Q;DTV_Kfz_MobisSo_Ri1;DTV_Kfz_MobisSo_Ri2;DTV_Kfz_W_Q;DTV_Kfz_W_Ri1;DTV_Kfz_W_Ri2;DTV_Kfz_U_Q;DTV_Kfz_U_Ri1;DTV_Kfz_U_Ri2;DTV_Kfz_S_Q;DTV_Kfz_S_Ri1;DTV_Kfz_S_Ri2;Entw_Kfz_MobisSo_Q;Entw_Kfz_W_Q;Entw_Kfz_U_Q;Entw_Kfz_S_Q;DTV_SV_MobisSo_Q;DTV_SV_MobisSo_Ri1;DTV_SV_MobisSo_Ri2;DTV_SV_W_Q;DTV_SV_W_Ri1;DTV_SV_W_Ri2;DTV_SV_U_Q;DTV_SV_U_Ri1;DTV_SV_U_Ri2;DTV_SV_S_Q;DTV_SV_S_Ri1;DTV_SV_S_Ri2;Entw_SV_MobisSo_Q;Entw_SV_W_Q;Entw_SV_U_Q;Entw_SV_S_Q;pSV_MobisSo_Q;pSV_W_Q;pSV_U_Q;pSV_S_Q;fer;bSo;bFr;Mt;pMt;Mn;pMn;Md;pMd;Me;pMe;MSV30_Kfz_MobisSo_Q;MSV30_Kfz_W_Q;MSV30_Kfz_U_Q;MSV30_Kfz_S_Q;MSV30maxRi_Kfz_MobisSo;MSV30maxRi_Kfz_W;MSV30maxRi_Kfz_U;MSV30maxRi_Kfz_S;pMSV30maxRi_Kfz_MobisSo;pMSV30maxRi_Kfz_W;pMSV30maxRi_Kfz_U;pMSV30maxRi_Kfz_S;Ri_MSV30maxRi_Kfz_MobisSo;Ri_MSV30maxRi_Kfz_W;Ri_MSV30maxRi_Kfz_U;Ri_MSV30maxRi_Kfz_S;DL_Q;DL_Ri1;DL_Ri2;JG;WG_Ri1;WG_Ri2;TG_Mo_Ri1;TGMax1_Mo_Ri1;TGMax2_Mo_Ri1;TG_Mo_Ri2;TGMax1_Mo_Ri2;TGMax2_Mo_Ri2;TG_DiMiDo_Ri1;TGMax1_DiMiDo_Ri1;TGMax2_DiMiDo_Ri1;TG_DiMiDo_Ri2;TGMax1_DiMiDo_Ri2;TGMax2_DiMiDo_Ri2;TG_Fr_Ri1;TGMax1_Fr_Ri1;TGMax2_Fr_Ri1;TG_Fr_Ri2;TGMax1_Fr_Ri2;TGMax2_Fr_Ri2;TG_Sa_Ri1;TGMax1_Sa_Ri1;TGMax2_Sa_Ri1;TG_Sa_Ri2;TGMax1_Sa_Ri2;TGMax2_Sa_Ri2;TG_SoFei_Ri1;TGMax1_SoFei_Ri1;TGMax2_SoFei_Ri1;TG_SoFei_Ri2;TGMax1_SoFei_Ri2;TGMax2_SoFei_Ri2;pPLZ_MobisSo_Q;pLfw_MobisSo_Q;pMot_MobisSo_Q;pPmA_MobisSo_Q;pLoA_MobisSo_Q;pLzg_MobisSo_Q;pSat_MobisSo_Q;pBus_MobisSo_Q;pSon_MobisSo_Q;pPLZ_W_Q;pLfw_W_Q;pMot_W_Q;pPmA_W_Q;pLoA_W_Q;pLzg_W_Q;pSat_W_Q;pBus_W_Q;pSon_W_Q;pPLZ_U_Q;pLfw_U_Q;pMot_U_Q;pPmA_U_Q;pLoA_U_Q;pLzg_U_Q;pSat_U_Q;pBus_U_Q;pSon_U_Q;pPLZ_S_Q;pLfw_S_Q;pMot_S_Q;pPmA_S_Q;pLoA_S_Q;pLzg_S_Q;pSat_S_Q;pBus_S_Q;pSon_S_Q;Koor_UTM32_E;Koor_UTM32_N;DTV_Kfz_WU_MobisFr_Q;DTV_Kfz_WU_MobisFr_Ri1;DTV_Kfz_WU_MobisFr_Ri2;DTV_SV_WU_MobisFr_Q;DTV_SV_WU_MobisFr_Ri1;DTV_SV_WU_MobisFr_Ri2;DTV_Kfz_WU_Sa_Q;DTV_Kfz_WU_Sa_Ri1;DTV_Kfz_WU_Sa_Ri2;DTV_SV_WU_Sa_Q;DTV_SV_WU_Sa_Ri1;DTV_SV_WU_Sa_Ri2;MSV30_Kfz_MobisSo_Ri1;MSV30_Kfz_MobisSo_Ri2;MSV30_Kfz_W_Ri1;MSV30_Kfz_W_Ri2;MSV30_Kfz_U_Ri1;MSV30_Kfz_U_Ri2;MSV30_Kfz_S_Ri1;MSV30_Kfz_S_Ri2;bSV30_MobisSo_Ri1;bSV30_MobisSo_Ri2;bSV30_W_Ri1;bSV30_W_Ri2;bSV30_U_Ri1;bSV30_U_Ri2;bSV30_S_Ri1;bSV30_S_Ri2;DTV_Kfz_W_MobisFr_Q;DTV_Kfz_W_MobisFr_Ri1;DTV_Kfz_W_MobisFr_Ri2;DTV_SV_W_MobisFr_Q;DTV_SV_W_MobisFr_Ri1;DTV_SV_W_MobisFr_Ri2;pSV_W_MobisFr_Q;pSV_W_MobisFr_Ri1;pSV_W_MobisFr_Ri2;Koor_WGS84_N;Koor_WGS84_E;MSV50_Kfz_MobisSo_Ri1;MSV50_Kfz_MobisSo_Ri2;pMSV50_Kfz_MobisSo_Ri1;pMSV50_Kfz_MobisSo_Ri2;bSV50_MobisSo_Ri1;bSV50_MobisSo_Ri2;bLkwK50_MobisSo_Ri1;bLkwK50_MobisSo_Ri2;pMSV50_Kfz_W_MobisFr_Ri1;pMSV50_Kfz_W_MobisFr_Ri2;DTV_Kfz_NZB_DiMiDo_Ri1;DTV_Kfz_NZB_DiMiDo_Ri2;bSo_Ri1;bSo_Ri2;bMo_Ri1;bMo_Ri2;bFr_Ri1;bFr_Ri2;bSa_Ri1;bSa_Ri2;Q_P_D;Q_L1_D;Q_L2_D;Q_K_D;Q_P_E;Q_L1_E;Q_L2_E;Q_K_E;Q_P_N;Q_L1_N;Q_L2_N;Q_K_N;Geo_Sequ;Abschnitt_Ast;Station;Ausrichtung;Anmerkungen
6228;9041;Geiselwind (W);9;BY;A;3;;8+1;Würzburg;AS Wiesentheid;N;Nürnberg;AS Geiselwind;S;4;327,5;124;85;16;23;60.655;29.977;30.677;59.748;29.055;30.693;64.238;32.794;31.443;59.166;29.524;29.641;1,8;1,1;2,4;3,7;13.292;6.470;6.822;16.138;7.839;8.299;13.853;6.717;7.135;2.832;1.465;1.366;0,9;1,2;0,1;-3,5;21,9;27;21,6;4,8;1,08;0,97;1,13;3.260;18,5;1.062;42,7;3.463;18,2;2.651;20;5.854;5.521;5.415;5.580;3.211;3.101;2.939;3.040;10,5;10,1;9;10,3;R II;R II;R I;R I;E;D;C;E;D;D;C;;;C;;;C;;;C;;;E;17;;E;16;;D;13;;B;12;;C;15;;A;;;75,4;7,5;0,6;1,6;3,4;18;13,8;0,6;1,1;70,5;7,9;0,6;1,4;4;22,5;17,3;0,5;1,1;75,5;7,3;0,7;1,8;3,3;17,8;13,7;0,5;1,1;92,3;6,4;0,9;1,8;1,6;2,5;1,9;0,7;1,1;606.065;5.514.115;60.868;30.058;30.810;17.081;8.358;8.723;61.463;30.147;31.316;8.022;3.588;4.434;3.088;3.211;2.726;3.101;2.939;2.918;3.040;2.845;2,3;5;7,7;13,2;8,7;19;1,7;2,6;60.112;29.289;30.823;17.522;8.564;8.957;29,1;29,2;29,1;49,77013722;10,47297718;;;;;;;;;;;29.830;30.310;0,94;0,96;0,98;0,94;1,1;1,16;0,86;0,91;;;;;;;;;;;;;280;;;;Schleifendefekt zeitweise in 2013
5921;9010;Hösbach (O);9;BY;A;3;;8+1;Frankfurt a. Main;AS Hösbach;N;Würzburg;AS Bessenbach/Waldaschaff;S;6;220,4;69;44;13;12;66.112;35.450;30.662;66.593;36.029;30.564;68.790;36.597;32.193;61.036;32.000;29.036;0,9;0,3;1,3;2,4;12.974;6.464;6.510;15.656;7.754;7.902;13.650;6.935;6.714;2.931;1.444;1.487;1,9;2,1;0,7;0,8;19,6;23,5;19,8;4,8;1,03;0,89;1,12;3.583;16,4;1.099;40,7;3.833;16;2.832;17,9;6.447;6.089;5.849;5.835;3.564;3.491;3.246;3.233;10,1;9,7;8,9;11,1;R I;R I;R I;R II;E;C;C;E;B;D;C;;;C;;;C;;;C;;;E;17;;C;;;B;11;;A;;;A;;;D;18;;76,9;6;1;2,3;3,4;15,6;12;0,5;1,1;73,3;6,3;1;2,1;3,9;19,1;14,6;0,5;1,1;76,1;5,9;0,9;3;3,6;15,7;12;0,5;1,1;91,7;4,7;1,1;2,3;1,4;2,8;2,2;0,7;1,1;516.421;5.538.900;67.868;36.598;31.270;16.696;8.308;8.387;63.951;34.199;29.752;7.513;3.808;3.704;3.564;3.286;3.491;2.839;3.246;3.036;2.985;3.233;9;3,2;13,8;10,7;6,8;9,6;2;3,5;67.546;36.590;30.956;17.059;8.437;8.622;25,3;23,1;27,9;50,00219934;9,22913755;;;;;;;;;;;36.743;31.961;0,84;0,93;0,93;0,99;1,12;1,11;0,83;0,9;;;;;;;;;;;;;410;;;;Schleifendefekt zeitweise in 2013 und Baustelle in 2012
6227;9027;Kitzingen/Schwarzach (O);9;BY;A;3;;8+1;Würzburg;AS Kitzingen/Schwarzach;N;Nürnberg;AS Wiesentheid;S;4;314;328;195;73;60;61.439;30.115;31.324;60.537;29.227;31.310;65.391;32.813;32.578;59.464;29.700;29.764;3,8;3;4,7;5,4;13.284;6.397;6.887;16.122;7.747;8.375;13.831;6.638;7.193;2.871;1.467;1.405;3,3;3,4;2,2;1,5;21,6;26,6;21,2;4,8;1,08;0,96;1,15;3.305;18,2;1.071;43;3.513;18;2.681;18,7;5.746;5.343;5.440;5.679;3.125;2.860;2.921;3.094;10,4;9,1;8,9;10,4;R I;R II;R I;R I;E;C;D;F;D;D;C;;;C;;;C;;;C;;;E;17;;C;;;D;13;;B;11;;C;15;;A;;;75,5;7,4;0,7;1,8;3,3;17,8;13,7;0,5;1,1;70,7;7,8;0,6;1,6;3,8;22,3;17,1;0,5;1;75,7;7,3;0,7;2;3,1;17,5;13,5;0,5;1,1;92;6;0,9;2,1;1,5;2,6;2;0,7;1,1;590.856;5.515.091;61.790;30.209;31.581;17.047;8.256;8.791;62.189;30.178;32.011;8.082;3.560;4.522;3.125;2.976;2.711;2.860;2.921;2.886;3.094;2.903;3,6;8,5;12,2;13,6;8,7;11,1;3,1;2,2;60.947;29.473;31.474;17.489;8.462;9.027;28,7;28,7;28,7;49,78140656;10,26205774;;;;;;;;;;;29.991;31.072;0,94;0,94;0,99;0,91;1,1;1,18;0,86;0,91;;;;;;;;;;;;;290;;;;
6634;9051;Neumarkt/Opf. (S);9;BY;A;3;;8+1;Passau;AS Velburg;S;Nürnberg;AS Neumarkt/OPf.;N;4;428,2;319;194;69;56;36.042;18.548;17.494;36.031;19.045;16.986;39.039;19.635;19.404;32.239;15.452;16.786;1,5;0;3,5;3,9;9.235;4.807;4.428;11.241;5.872;5.369;9.763;5.068;4.695;1.696;829;867;1,1;1,1;0,5;-2;25,6;31,2;25;5,3;1,08;0,83;1,08;1.930;22,7;645;43,3;2.069;22,5;1.515;23,4;3.653;3.309;3.336;3.458;2.112;1.879;1.883;2.065;12,1;9,9;9,7;12,3;R II;R I;R II;R II;E;C;B;F;B;B;C;;;C;;;C;;;C;;;C;;;E;14;;A;;;B;13;;B;12;;A;;;71,3;7,9;1,7;2;3,9;21,2;16,6;0,5;1,2;65,9;8,3;1,6;1,8;4,6;26,2;20,5;0,4;1,2;71,7;7,7;1,7;2,1;3,8;20,8;16,4;0,4;1,1;91,1;6,7;2,2;2,4;1,8;2,8;2,3;0,7;1,2;680.230;5.465.451;37.305;19.327;17.978;11.851;6.120;5.731;34.676;18.626;16.049;5.991;3.416;2.574;1.962;2.112;1.879;1.535;1.741;1.883;1.641;2.065;14,1;2,4;13,1;15,6;9,8;13,9;3,1;3,6;36.721;19.266;17.455;12.134;6.285;5.849;33;32,6;33,5;49,31516976;11,47989321;;;;;;;;;;;18.956;17.452;0,79;0,91;0,88;1;1,14;1,02;0,88;0,81;;;;;;;;;;;;;110;;;;
6937;9081;Nittendorf (W);9;BY;A;3;;8+1;Nürnberg;AS Laaber;N;Passau;AS Nittendorf;S;4;479,7;338;202;76;60;38.707;18.993;19.713;39.240;18.778;20.462;41.614;20.830;20.785;33.156;17.377;15.779;1,6;0,4;3,2;3,8;8.543;4.190;4.353;10.373;5.057;5.316;9.038;4.421;4.617;1.648;928;720;1,1;1,1;0,4;-0,4;22,1;26,4;21,7;5;1,06;0,78;1,07;2.092;19,6;655;37,7;2.257;19,5;1.598;20,2;3.739;3.421;3.494;3.533;2.157;1.846;2.016;2.037;11,4;9;9,7;11,7;R I;R II;R I;R I;E;C;C;F;B;B;E;17;;G;8;;E;17;;C;;;E;15;;C;;;B;12;;A;;;B;12;;A;;;72,3;4,3;0,1;2,5;3,7;18;14,3;0,3;3,1;68;4,6;0,1;2,4;4,3;21,9;17,4;0,3;3,2;72,4;4,2;0,2;2,7;3,6;17,8;14,2;0,3;3,3;89,6;3,5;0,1;2,8;1,9;2,6;2;0,5;2,7;714.561;5.435.573;40.513;19.786;20.727;10.912;5.402;5.510;36.886;17.186;19.700;5.685;2.401;3.284;2.157;1.978;1.817;1.846;2.016;1.783;2.037;1.648;8,1;7,3;13,5;13,2;15,7;11,4;3,6;2,3;40.098;19.359;20.739;11.167;5.513;5.654;27,8;28,5;27,3;49,03566576;11,93573767;;;;;;;;;;;19.438;20.523;0,85;0,74;1,01;0,9;1,03;1,12;0,79;0,87;;;;;;;;;;;;;100;;;;
7546;9085;Pocking (O);9;BY;A;3;;8+1;Passau;AS Pocking;N;Linz (A);AS GÜG Suben;S;4;626,6;331;190;80;61;26.739;13.673;13.066;26.564;14.128;12.436;30.541;15.260;15.282;22.466;10.083;12.382;2,8;1;4,5;7;8.327;4.258;4.069;10.179;5.228;4.951;8.776;4.502;4.274;1.418;628;790;1,7;2;0,3;-0,6;31,1;38,3;28,7;6,3;1,15;0,71;1,05;1.364;29,4;615;39;1.447;29,8;1.113;27,5;2.833;2.404;2.677;2.524;1.812;1.543;1.563;1.654;13,9;10,9;10,2;13,4;R II;R I;R I;R II;D;C;B;G;B;B;C;;;C;;;C;;;C;;;C;;;C;;;A;;;D;15;;A;;;A;;;63,9;4,7;0,3;2,8;3,8;26,8;23;0,6;2,1;56,8;4,9;0,2;2,7;4,3;33,5;28,7;0,5;2,2;66,5;4,3;0,3;2,8;3,3;25;21,4;0,5;2;88,4;4,5;0,3;3,6;2,3;3,2;2,6;0,7;1,7;825.904;5.372.116;27.713;14.287;13.426;10.623;5.359;5.264;27.336;15.149;12.187;5.839;3.456;2.383;1.665;1.812;1.543;1.100;1.563;1.527;1.118;1.654;5,2;2,4;13,5;20,3;16,8;14;2,4;3;26.952;14.131;12.822;10.902;5.515;5.388;40,4;39;42;48,41777725;13,40514367;;;;;;;;;;;13.375;12.734;0,64;0,86;0,82;1,1;1,19;0,94;0,95;0,78;;;;;;;;;;;;;10;;;;Hochwasser im Juni 2013
6230;9252;Pommersfelden (O);9;BY;A;3;;8+1;Nürnberg;AS Höchstadt-Ost;S;Würzburg;AS Pommersfelden;N;4;357,6;214;135;39;40;62.012;31.447;30.565;62.053;31.843;30.209;64.970;32.021;32.948;58.083;29.353;28.729;1,1;0,8;0,9;2,3;12.606;6.498;6.108;15.316;7.914;7.402;13.109;6.780;6.330;2.689;1.290;1.398;2,5;2,7;1,3;1;20,3;24,7;20,2;4,6;1,05;0,92;1,14;3.356;17;1.040;41,5;3.593;16,6;2.645;18,9;5.781;5.520;5.565;5.573;3.168;2.961;3.095;3.040;10,4;9,8;9,4;10,6;R II;R II;R II;R II;E;D;D;E;D;D;G;8;;C;;;C;;;E;17;;C;;;E;16;;B;12;;D;13;;A;;;C;14;;77,1;7,2;1;1,8;3,2;16,6;12,9;0,6;0,9;72,9;7,6;0,9;1,6;3,7;20,5;15,8;0,5;0,9;77;7;1,1;2;3,1;16,5;12,8;0,6;0,8;92,4;6;1,4;2;1,4;2,6;2,1;0,7;0,9;631.716;5.509.420;62.829;31.821;31.008;16.131;8.251;7.879;62.937;32.231;30.706;7.934;4.509;3.425;2.942;3.168;2.806;2.961;2.859;3.095;2.797;3.040;1,5;8;14,4;11,8;5;11,1;2,7;1,6;62.534;32.023;30.511;16.563;8.484;8.079;26,5;26,5;26,5;49,72285701;10,82745274;;;;;;;;;;;31.491;30.885;0,9;0,88;0,92;0,96;1,15;1,12;0,89;0,85;;;;;;;;;;;;;230;;;;Schleifendefekt zeitweise in 2013
6230;9251;Pommersfelden (W);9;BY;A;3;;8+1;Nürnberg;AS Pommersfelden;S;Würzburg;AS Höchstadt-Nord;N;4;355,5;307;186;66;55;64.342;32.759;31.583;63.692;32.806;30.887;68.555;34.095;34.460;61.168;30.887;30.281;2,6;1,6;4,1;4,2;13.353;6.937;6.416;16.231;8.441;7.790;13.911;7.260;6.651;2.789;1.375;1.414;2,6;2,7;1,6;0,6;20,8;25,5;20,3;4,6;1,08;0,94;1,14;3.474;17,5;1.095;41,3;3.707;17,4;2.773;18,2;6.004;5.649;5.747;5.907;3.235;2.918;3.114;3.169;10,2;8,9;9;10,5;R II;R I;R II;R II;E;D;D;E;D;D;C;;;C;;;C;;;C;;;C;;;E;17;;B;12;;D;13;;A;;;C;14;;76,6;7;1,2;1,7;2,9;17,3;13,3;0,5;0,9;72;7,5;1,1;1,6;3,5;21,5;16,6;0,5;0,9;76,9;6,8;1,2;2;2,8;17;13,1;0,5;0,9;92,5;5,4;1,5;2;1,2;2,6;2,1;0,7;0,9;630.162;5.510.806;64.992;33.067;31.925;17.144;8.822;8.322;65.136;33.587;31.548;8.203;4.754;3.449;3.010;3.235;2.918;2.906;2.941;3.114;2.922;3.169;13,6;1,7;3,3;7,5;5,7;7,3;2;2,9;64.147;32.957;31.190;17.590;9.059;8.532;27,4;27,5;27,4;49,7356507;10,80637361;;;;;;;;;;;32.544;31.683;0,93;0,91;0,91;0,99;1,17;1,11;0,91;0,85;;;;;;;;;;;;;240;;;;
6939;9076;Regensburg-Ost (O);9;BY;A;3;;8+1;Nürnberg;AS Regensburg-Ost;N;Passau;AS Neutraubling;S;4;499,9;345;201;81;63;62.486;31.269;31.217;65.597;32.355;33.242;66.013;33.260;32.752;47.323;25.004;22.319;0,8;0,3;1,2;2,1;10.858;5.559;5.299;13.259;6.755;6.504;11.494;5.885;5.609;1.828;1.048;780;1,8;1,7;0,9;1;17,4;20,2;17,4;3,9;1,01;0,67;1,06;3.459;15,5;893;31,8;3.799;15,6;2.438;15;5.762;5.741;5.405;4.766;3.415;3.415;2.861;2.733;10,9;10,6;8,7;10,9;R I;R I;R II;R I;E;D;D;E;B;B;B;8;;D;8;17;B;8;;E;17;;B;8;;E;15;;C;11;14;A;;;A;;;B;12;;76,2;5,8;0,1;2,4;3,3;13,7;10,9;0,3;4,1;73,6;6,1;0,1;2,1;3,8;16,2;12,8;0,3;4;75,2;5,9;0,1;2,7;3,2;13,9;11;0,3;4,6;90,1;4,1;0,2;2,7;1,4;2;1,6;0,4;3,3;731.936;5.432.370;67.620;33.711;33.909;14.101;7.282;6.820;56.567;27.289;29.278;6.441;2.860;3.580;3.415;3.088;3.415;3.058;2.832;2.861;2.733;2.338;15,4;13,7;15,4;15,5;13,7;15,8;3,2;2,4;67.654;33.561;34.093;14.430;7.432;6.998;21,3;22,1;20,5;49,00060794;12,1712834;;;;;;;;;;;32.991;33.224;0,73;0,64;1,04;0,95;1,01;1,11;0,75;0,81;;;;;;;;;;;;;60;;;;Hochwasser im Juni 2013
7038;9009;Regensburg-Ost (W);9;BY;A;3;;8+1;Nürnberg;AS Regensburg-Burgweinting;N;Passau;AS Regensburg-Ost;S;4;497,9;344;201;80;63;68.626;33.680;34.947;73.052;35.380;37.672;72.122;35.519;36.603;49.003;25.505;23.499;0,4;-0,3;0,9;2;12.388;5.987;6.400;15.171;7.314;7.857;13.134;6.333;6.801;1.906;1.006;900;-0,2;-0,2;-1;-1,8;18,1;20,8;18,2;3,9;0,99;0,62;1,05;3.771;16,1;1.037;32,1;4.157;16,1;2.613;16,1;6.290;6.276;5.792;4.889;3.269;3.248;3.062;2.747;9,4;8,6;8,6;10,8;R II;R II;R I;R I;E;D;D;C;A;A;D;8;17;B;8;;D;8;17;D;8;17;D;8;15;C;;;D;15;;A;;;A;;;B;12;;78,7;6,3;0,5;1,6;3,3;14,4;11,6;0,4;1,6;76,1;6,6;0,4;1,5;3,7;16,7;13,5;0,4;1,7;78,3;6,3;0,5;1,8;3,3;14,6;11,8;0,4;1,7;92,7;5;0,6;2,1;1,3;2,1;1,6;0,5;1,3;730.052;5.431.921;75.523;36.894;38.629;16.175;7.893;8.283;59.754;28.347;31.407;7.151;2.995;4.155;3.203;3.269;3.188;3.248;3.062;2.977;2.747;2.438;10,9;18,4;11,5;11,1;8,3;4,7;2,5;1,8;75.844;36.916;38.929;16.548;8.062;8.486;21,8;21,8;21,8;48,99727592;12,14530366;;;;;;;;;;;36.776;38.247;0,67;0,59;1,02;0,96;1,01;1,09;0,71;0,76;;;;;;;;;;;;;70;;;;Hochwasser im Juni 2013
6122;9991;Rohrbrunn (O);9;BY;A;3;;8+1;Frankfurt a. Main;AS Weibersbrunn;N;Würzburg;AS Rohrbrunn;S;4;237,6;289;173;64;52;57.326;28.586;28.740;57.013;27.905;29.107;60.358;30.717;29.641;54.514;28.185;26.328;3,3;2,5;5,1;3,7;11.826;5.861;5.966;14.403;7.118;7.285;12.295;6.077;6.218;2.408;1.282;1.126;2,8;2,8;1,9;0,6;20,6;25,3;20,4;4,4;1,06;0,94;1,17;3.120;17;925;45;3.304;17,1;2.569;16,8;5.347;5.163;5.068;5.137;2.943;2.756;2.778;2.913;10,3;9,5;9;10,3;R I;R II;R I;R I;E;D;D;E;D;D;C;;;C;;;C;;;C;;;E;18;;C;;;D;14;;B;11;;D;17;;A;;;76,8;7,5;1,1;1,5;3,1;17;13;0,5;1;72,3;7,9;1;1,4;3,6;21,1;16,2;0,5;1,1;76,9;7,4;1,1;1,7;3;16,9;13;0,5;1;92,8;6,3;1,3;1,8;1,3;2,5;2;0,6;1;528.125;5.527.434;58.098;28.742;29.357;15.330;7.589;7.741;57.091;28.334;28.756;6.637;3.218;3.420;2.943;2.847;2.663;2.756;2.778;2.658;2.913;2.664;5,2;15,8;6,5;15;8,2;15,8;3,5;1,5;57.571;28.173;29.398;15.754;7.786;7.968;27,4;27,6;27,1;49,89863839;9,3916159;;;;;;;;;;;28.519;28.998;0,96;0,89;0,98;0,92;1,13;1,18;0,87;0,9;;;;;;;;;;;;;390;;;;Schleifendefekt zeitweise in 2013
7039;9077;Rosenhof (W);9;BY;A;3;;8+1;Nürnberg;AS Neutraubling;N;Passau;AS Rosenhof;S;4;503,9;345;202;80;63;52.800;25.894;26.906;54.302;26.069;28.233;56.650;28.145;28.505;42.724;22.409;20.315;0,2;-0,6;1,2;1,7;10.627;5.120;5.508;12.949;6.202;6.746;11.314;5.453;5.861;1.805;987;818;0,5;0,5;0;-1,1;20,1;23,8;20;4,2;1,04;0,71;1,06;2.891;18,1;817;34,8;3.173;18,2;2.047;17,4;4.873;4.657;4.687;4.391;2.827;2.758;2.599;2.484;10,9;10,6;9,1;11,1;R I;R I;R II;R I;E;D;D;E;B;B;G;8;;E;17;;B;8;;E;17;;B;8;;E;15;;B;11;;A;;;A;;;B;12;;73,7;4,1;0,1;2,6;3,5;16,2;12,9;0,5;3,6;70,2;4,4;0,1;2,4;4;19,4;15,4;0,5;3,5;73,5;4,1;0,1;2,8;3,4;16,2;12,9;0,4;3,8;89,3;3,1;0,2;3,1;1,4;2,2;1,7;0,6;3,3;735.917;5.431.647;56.257;27.446;28.811;13.769;6.687;7.082;48.643;22.748;25.896;6.441;2.700;3.741;2.827;2.752;2.758;2.720;2.492;2.599;2.484;2.176;2,7;3,2;14,3;16,4;15,3;7,5;3,1;2,4;55.826;27.000;28.826;14.066;6.810;7.256;25,2;25,2;25,2;48,99260718;12,22520018;;;;;;;;;;;26.566;28.021;0,8;0,68;1,04;0,93;1;1,12;0,75;0,83;;;;;;;;;;;;;50;;;;Hochwasser im Juni 2013
6229;9627;Schlüsselfeld;9;BY;A;3;;8+1;Würzburg;AS Geiselwind;N;Nürnberg;AS Schlüsselfeld;S;4;338,5;65;41;12;12;61.421;29.589;31.832;60.655;28.938;31.717;64.837;31.653;33.184;59.666;29.171;30.495;1,8;1,4;2,3;2,4;13.206;6.301;6.905;16.060;7.656;8.403;13.765;6.514;7.251;2.728;1.392;1.335;3,3;3,6;2,4;-2,7;21,5;26,5;21,2;4,6;1,07;0,97;1,16;3.312;18,1;1.054;43;3.507;17,8;2.728;19;6.311;5.767;5.813;6.037;3.428;3.220;3.089;3.119;10,8;10,2;9,3;10,7;R II;R II;R II;R I;E;C;C;E;D;D;C;;;C;;;C;;;C;;;E;17;;C;;;D;12;;B;11;;C;14;;A;;;73,8;7,7;0,9;1,8;3,6;17,4;13;0,6;2,9;69,1;8;0,7;1,6;4;22;16,7;0,5;2,8;73,3;7,8;1,1;2,1;4;16,6;12;0,6;3,4;91,1;6,2;1,1;1,8;1,5;2,4;1,8;0,7;2,5;614.170;5.513.133;61.530;29.715;31.815;16.978;8.176;8.801;63.061;29.500;33.561;8.045;3.365;4.680;3.186;3.428;2.651;3.220;2.966;3.089;3.119;2.925;2,3;2,3;12,1;10,9;8;2,9;8;5,4;60.913;29.189;31.724;17.420;8.387;9.033;28,6;28,7;28,5;49,75981822;10,5852162;;;;;;;;;;;29.478;31.306;0,94;0,95;0,99;0,9;1,1;1,21;0,85;0,96;;;;;;;;;;;;;260;;;;Datenübertragungsprobleme zeitweise in 2013
6225;9159;Würzburg-Kist;9;BY;A;3;;8+1;Frankfurt a. Main;AS Würzburg/Kist;N;Nürnberg;AS Würzburg-Heidingsfeld;S;6;283,2;226;128;58;40;87.528;44.329;43.198;87.959;45.046;42.913;90.594;45.924;44.670;82.121;39.832;42.289;;;;;17.494;8.747;8.747;21.386;10.687;10.699;18.025;9.069;8.956;3.495;1.697;1.797;;;;;20;24,3;19,9;4,3;1,03;0,92;1,18;4.786;16,7;1.370;42,9;5.104;16,8;3.830;16,2;8.061;7.679;7.618;7.841;4.594;3.993;4.028;4.559;10,6;8,9;8,8;10,8;R II;R I;R I;R II;E;D;C;D;C;D;C;;;C;;;C;;;C;;;C;;;E;16;;B;11;;D;14;;B;13;;C;16;;77,2;7,4;0,9;1,6;3,4;16,2;12;0,4;1,2;73,1;7,8;0,9;1,4;3,9;20;14,8;0,4;1,2;77,1;7,6;1;1,8;3,3;16,2;12,1;0,4;1,3;92,8;5,7;1,1;1,8;1,4;2,3;1,7;0,5;1,1;564.010;5.511.123;90.449;46.028;44.422;22.876;11.389;11.487;80.191;41.730;38.461;8.951;4.770;4.181;4.120;4.594;3.993;3.846;4.028;3.945;3.804;4.559;16,4;2,4;14,7;8,1;11,7;22,4;1,7;2,3;90.164;46.037;44.127;23.531;11.705;11.826;26,1;25,4;26,8;49,74918532;9,88854929;;;;;;;;;;;44.908;43.872;0,85;0,96;0,97;1,06;1,22;1,1;0,82;0,81;;;;;;;;;;;;;340;;;;Neue Zählstelle ab Januar 2013
